,text,place_lat_min,place_lon_min,place_lat_max,place_lon_max
594,"Sim gente, era nesse nível, porque o orgulho Catalão agora se via vinculado ao Barcelona",,,,
595,@okyoungkristaps @lookatmyjonny @Benito0fficial how was barcelona,,,,
596,RT @TarekFatah: Spanish police arrest a Muslim man who they say is a suspected #IslamicState terrorist. He was planning an attack during th…,,,,
597,mandei audio cantando barcelona pro sérgio e ele nem chorou. não entendi.,,,,
598,RT @AntonioUbilla1: Barcelona SC 1990  @RuddyRRodriguez https://t.co/mKAsaj7zpu,,,,
599,"Guardiola &amp; Messi together again? 🤗

“I would very much like Guardiola to come back, but now he is at City &amp; it is… https://t.co/rd81AelOYu",,,,
600,"RT @Flamengo: Há exatos dois meses, o Mengão vencia o Barcelona (EQU) por 3 a 0, no Maraca, pela Fase de Grupos da Libertadores 2020. Gusta…",,,,
601,@MiorReyna @miorsc en barcelona,,,,
602,"Guardiola &amp; Messi together again? 🤗

“I would very much like Guardiola to come back, but now he is at City &amp; it is… https://t.co/M4hKM66TkH",,,,
603,Barcelona SC 1990  @RuddyRRodriguez https://t.co/mKAsaj7zpu,,,,
604,"RT @ChampionsLeague: 🔵🔴 Barcelona legend Andrés Iniesta is 36 today!

🥳 @andresiniesta8 

2⃣0⃣0⃣6⃣🏆
2⃣0⃣0⃣9⃣🏆
2⃣0⃣1⃣1⃣🏆
2⃣0⃣1⃣5⃣🏆

#UCL | #…",,,,
605,"Guardiola &amp; Messi together again? 🤗

“I would very much like Guardiola to come back, but now he is at City &amp; it is… https://t.co/219iZmocLT",,,,
606,RT @Fotho1: Passejades pel Barri Gòtic de #Barcelona https://t.co/3wXil2BiYn,,,,
607,"RT @Futbool_Fotos: Uno de los mejores mediocampistas del fútbol. El cerebro del FC Barcelona.

Feliz cumpleaños a Don Andrés Iniesta 🔴🔵 htt…",,,,
608,FC BARCELONA Campaign Underway! #PESCM #FCB https://t.co/NiHAHLBLhg,,,,
609,"RT @ChampionsLeague: 🔵🔴 Barcelona legend Andrés Iniesta is 36 today!

🥳 @andresiniesta8 

2⃣0⃣0⃣6⃣🏆
2⃣0⃣0⃣9⃣🏆
2⃣0⃣1⃣1⃣🏆
2⃣0⃣1⃣5⃣🏆

#UCL | #…",,,,
610,"RT @MessiFC10i: • Messi has 42 Goals and Assists in 32 Games this season
• Contributed to 49% of Goals Barcelona scored this season
• Contr…",,,,
611,"RT @rafmelco: El Boeing 787, apodado «Dreamliner», es un moderno avión de pasajeros desarrollado por @BoeingAirplanes 
Puede transportar en…",,,,
612,"RT @infofut_world: Hoy cumple 36 años Andrés Iniesta. Uno de los mejores mediocampistas de la historia. Leyenda del Barcelona, donde consig…",,,,
613,"RT @retro_plus: Minuto 1... y gol de Fernando Torres en el Camp Nou
Posdata: Vaya pase de Ibagaza 😱
⚽️ Barcelona 0-2 Atlético de Madrid
📆 6…",,,,
614,"RT @InvictosSomos: Lionel Messi donó 500,000 euros a la campaña 'Juntos por la salud Argentina' de Fundación Garrahan. El dinero se destinó…",,,,
615,"RT @Futbool_Fotos: Uno de los mejores mediocampistas del fútbol. El cerebro del FC Barcelona.

Feliz cumpleaños a Don Andrés Iniesta 🔴🔵 htt…",,,,
616,"Em 1939 a Guerra Civil acaba, com vitória dos facistas (rindo de nervoso). É quando a repressão às manifestações na… https://t.co/TX18h0JRGG",,,,
617,"RT @InvictosSomos: Lionel Messi donó 500,000 euros a la campaña 'Juntos por la salud Argentina' de Fundación Garrahan. El dinero se destinó…",,,,
618,"RT @toller_1: Neymar’s transfer saga on ⚡️

According to sport: He says yes to Barcelona and no to PSG.

Your thoughts? 🔴🔵 https://t.co/Fp1…",,,,
619,RT @benjamin_oppai: GW空け蜜を避けるために会社が出した方針 https://t.co/6CS7glBWg2,,,,
620,"Tentang Barcelona, Klub Besar yang Kesulitan Jual Pemain

https://t.co/XKQkZ0hmuY",,,,
621,#Video Una de las eliminaciones más recordadas de la #CHAMPIONSxESPN: José Mourinho y su Inter fueron prácticos par… https://t.co/BGQ5SZDgMa,,,,
622,"Durante a guerra o Barcelona conseguiu tirar o dele da reta por um tempo, eles fizeram uma tour no México e nos EUA… https://t.co/xbZwwLOsdg",,,,
623,ha sorprendido a aficionados y periodistas al ser nombrado Mánager del año en España de 2022 por su trabajo en el Barcelona. #FM20Mobile,,,,
624,FC BARCELONA Campaign Underway! #PESCM #FCB https://t.co/PvF5DWnJet,,,,
625,RT @TarekFatah: Spanish police arrest a Muslim man who they say is a suspected #IslamicState terrorist. He was planning an attack during th…,,,,
626,FC BARCELONA Campaign Underway! #PESCM #FCB https://t.co/O0qJ4O2mMN,,,,
627,RT @Obediom1: @BarcaTimes If this is true it means this administration has no interest in serving Barcelona fc,,,,
628,"RT @MessiFC10i: • Messi has 42 Goals and Assists in 32 Games this season
• Contributed to 49% of Goals Barcelona scored this season
• Contr…",,,,
629,"RT @auronplay: Barcelona actualmente por las consecuencias de la cuarentena, nadie va a hacer nada??? https://t.co/BOK9SKLifo",,,,
630,@seannn_6 hahahahaha. Big RVP look-a-like. Rumour has it he still gets nightmares from marking Neymar in Barcelona all they year ago 😂😂,,,,
631,RT @Volve10Riquelme: Como desaprovecharon a Riquelme en el Barcelona... https://t.co/gunQBIpKWa,,,,
632,Intercambio hecho: prensa catalana asegura que ya hay “acuerdo verbal” entre Barcelona y el Inter por Lautaro https://t.co/hOuSI2a6Xd,,,,
633,"Os anos 30 foram bem difíceis pro Barcelona. Em 1930 o fundador do clube, o Gamper, cometeu suicídio. Em 1935 eles… https://t.co/nZidrYAOR4",,,,
634,RT @vicenteguallart: Se habla de la ciudad de 15 minutos de Paris y se contrapone al de las super manzanas de Barcelona. Quizás no se ha ex…,,,,
635,RT @restot50: Alejandra Caballero  Window to Barcelona　2010 https://t.co/qf5Ab3AKIg,,,,
636,@brunosavoca barcelona,,,,
637,RT @Tamborras: @spaincrisis La Colau anat venent Barcelona a Florentino Pérez ja tenen les seves empreses el 60% del presupost,,,,
638,oyó cómo los fans del Barcelona coreaban su nombre mientras celebraban la consecución de la Primera División. #FM20Mobile,,,,
639,"RT @totalBarca: Neymar, Martinez, Pjanic etc etc...

No matter what happens during the transfer window, if Jean-Clair Todibo is still a Bar…",,,,
640,RT @Aeropuerto_BCN: ⚠️Air Canada operará en las rutas a Toronto y Montreal desde Barcelona con B787-8 de 255 plazas en sustitución del B767…,,,,
641,"RT @goal: Guardiola &amp; Messi together again? 🤗

“I would very much like Guardiola to come back, but now he is at City &amp; it is a decision tha…",,,,
642,RT @Volve10Riquelme: Como desaprovecharon a Riquelme en el Barcelona... https://t.co/gunQBIpKWa,,,,
643,"Raúl Jiménez: ""Si te llega una oferta de Real Madrid o Barcelona, te lo piensas""
@marca
https://t.co/VzkhqQXZUT",,,,
644,"RT @toller_1: Neymar’s transfer saga on ⚡️

According to sport: He says yes to Barcelona and no to PSG.

Your thoughts? 🔴🔵 https://t.co/Fp1…",,,,
645,"RT @carlesenric: Lo lamentable es que se den cuenta ahora y que tanto barcelones sea ignorante ""Frente unitario en Barcelona contra Colau p…",,,,
646,"Esta es la data de Barcelona: te indican cuántos casos hay en cada zona: Barrio Gótico, el Raval, Villa Olímpica, e… https://t.co/IG6403DW4I",,,,
647,"RT @Futbool_Fotos: Uno de los mejores mediocampistas del fútbol. El cerebro del FC Barcelona.

Feliz cumpleaños a Don Andrés Iniesta 🔴🔵 htt…",,,,
648,"@Centralginuyong @GiongPortal Barcelona °DESAFIO°

comente aqui:
-DEZ MEMES
-DEZ NOVELAS
-DEZ SERIES
-DEZ FILMES
-D… https://t.co/QgKvY6wHKb",,,,
649,O Barcelona ele já se manifestava contra a ditadura desde a ditadura do Rivera. Inclusive em 1925 a vaia ao hino es… https://t.co/VLRNZgco9I,,,,
650,RT @farizzio: Teleamazonas típico de los Egas comenzó con su guerra mediática atacar a los que apoyan a Estrada Emelec y Barcelona. Para va…,,,,
651,"RT @retro_plus: Minuto 1... y gol de Fernando Torres en el Camp Nou
Posdata: Vaya pase de Ibagaza 😱
⚽️ Barcelona 0-2 Atlético de Madrid
📆 6…",,,,
652,"@JavierR06714301 @Thiagoobslr2 @Taliban910 2 Medallas de oro en Juegos Olimpicos, 19 títulos con el Barcelona, uno… https://t.co/hNpS5F2YVD",,,,
653,a série do Barcelona é muito fodaaaa.,,,,
654,RT @vicenteguallart: Se habla de la ciudad de 15 minutos de Paris y se contrapone al de las super manzanas de Barcelona. Quizás no se ha ex…,,,,
655,RT @fanatikcomtr: Hikmet Karaman'dan 'Beşiktaş eksikti' diyen gazeteciye: #Beşiktaş'ta eksik olur mu! 3. giren oyuncu Barcelona'da oynuyord…,,,,
656,RT @TarekFatah: Spanish police arrest a Muslim man who they say is a suspected #IslamicState terrorist. He was planning an attack during th…,,,,
657,"RT @ATPTour_ES: 🏆 de @RafaelNadal 

1⃣2⃣ Roland Garros
1⃣1⃣ Montecarlo
1⃣1⃣ Barcelona
9⃣ Roma

@InteBNLdItalia | #ibi20",,,,
658,RT @garoto_luca: torço pro Santos e Barcelona,,,,
659,RT @peremora71: Vaig fer aquest foto fa exactament 25 anys a una manifestació a Cannes contra la política Europea a la guerra dels Balcans.…,,,,
660,"Barcelona

Algo de nubes
Temperatura: 16.45 ℃
Humedad: 82 %
Viento: 1.5 m/s
Nubes: 20 %
Salida del sol: 06:35
Puest… https://t.co/RiUa8USVhG",,,,
661,RT @TarekFatah: Spanish police arrest a Muslim man who they say is a suspected #IslamicState terrorist. He was planning an attack during th…,,,,
662,"RT @ChampionsLeague: 🔵🔴 Barcelona legend Andrés Iniesta is 36 today!

🥳 @andresiniesta8 

2⃣0⃣0⃣6⃣🏆
2⃣0⃣0⃣9⃣🏆
2⃣0⃣1⃣1⃣🏆
2⃣0⃣1⃣5⃣🏆

#UCL | #…",,,,
663,"Te amo barcelona, amo tus calles, tu barrio gótico, tu catedral, tus esquinas, tu idioma, tu traza urbana hermosa,… https://t.co/Jcs9tlyxzJ",,,,
664,"RT @iMiaSanMia: Bayern, Inter, Manchester City and PSG are interested in Barcelona right-back Nélson Semedo (26). Semedo looks set to leave…",,,,
665,"deixa eu te levar pra Barcelona, Barcelona
vem cá me mostrar como funciona o amor....",,,,
666,RT @CGFLO_ET: #COVIDー19 #OperacionBalmis 19 militares de la #AALOG41 #BRILOG @CGFLO_ET @EjercitoTierra continúan prestando servicio en el E…,,,,
667,"RT @SoyCalcio_: 🔴 ÚLTIMA HORA

📍 Sport -&gt; Acuerdo casi cerrado para que Lautaro se marche al Barcelona. 60M + Arturo Vidal + Semedo o Emers…",,,,
668,RT @BrenoR_odrigues: que saudade de ver o neymar no barcelona,,,,
669,RT @peremora71: Vaig fer aquest foto fa exactament 25 anys a una manifestació a Cannes contra la política Europea a la guerra dels Balcans.…,,,,
670,"RT @ChampionsLeague: 🔵🔴 Barcelona legend Andrés Iniesta is 36 today!

🥳 @andresiniesta8 

2⃣0⃣0⃣6⃣🏆
2⃣0⃣0⃣9⃣🏆
2⃣0⃣1⃣1⃣🏆
2⃣0⃣1⃣5⃣🏆

#UCL | #…",,,,
671,"RT @Flamengo: Há exatos dois meses, o Mengão vencia o Barcelona (EQU) por 3 a 0, no Maraca, pela Fase de Grupos da Libertadores 2020. Gusta…",,,,
672,Promoção FC BARCELONA em andamento! #PESCM #FCB https://t.co/RVnMvJVBQO,,,,
673,"Un amanecer en Barcelona.
Foto: JordiRueda. https://t.co/NDOgTpadyp",,,,
674,@Pikaa76019114 @CalvoRepeto @StudioFutbol Debes escuchar hablar a Arroyo o a cualquir hachero de Barcelona deben tener buen lexico,,,,
675,"Los churros de Barcelona no son mejores que los de Coyoacán.

#ChangeMyMind",,,,
676,"@Ivan_Davila10 @AlexDomnguez9 Iniesta era el motor del Barcelona pero los reflectores se los llevó siempre Messi, e… https://t.co/HtwXbZR5Lu",,,,
677,"RT @InvictosSomos: Lionel Messi donó 500,000 euros a la campaña 'Juntos por la salud Argentina' de Fundación Garrahan. El dinero se destinó…",,,,
678,@anapaolapinto No andaras en Barcelona? O.o puros tweets de antojo,,,,
679,"esses dias eu tava revendo Vicky Cristina Barcelona:

 ""Why not? Life is short. Life is dull. Life is full of pain.… https://t.co/XTIkG9QXJT",,,,
680,FC BARCELONA Campaign Underway! #PESCM #FCB https://t.co/S5kvzKsQba https://t.co/pmlqFNCp2Q,,,,
681,"I received two offers for my master degree in the UK. The first one from University of Stirling, it is a joint-degr… https://t.co/CpCX8OSY7c",,,,
682,"RT @HistoriayDatos: En 1925 la Galería Dalmau de Barcelona organiza la primera exposición personal de Dalí, de donde Picasso y Miró se inte…",,,,
683,"RT @Futbool_Fotos: Uno de los mejores mediocampistas del fútbol. El cerebro del FC Barcelona.

Feliz cumpleaños a Don Andrés Iniesta 🔴🔵 htt…",,,,
684,"La Sagrada Familia - Barcelona, Spain https://t.co/jU9e16iJQE",,,,
685,"RT @BBCSport: The Nou Camp has never had another name since it opened in 1957, until now...

Barcelona are going to give a sponsor naming r…",,,,
686,"Se busca: Panadero/a en Sant Just Desvern (Barcelona) ⚙️ #empleo #trabajo #vacante
➡️ ¡Accede ahora para ver oferta… https://t.co/6l9ijwVDDK",,,,
687,"RT @Mummy_yoh: Alexis Sanchez in 2011: ""Barcelona is my dream club since my childhood

Sanchez in 2014: ""Ever since I was young, it was my…",,,,
688,RT @bestoursgerard: @AirCanada vuelve a Barcelona a partir del 25 de junio operando Boeing 787 configurado en 3 clases. El producto Rouge d…,,,,
689,"'Carta de Alejandro Morera a su papá tras la llegada a Barcelona'

Los invito a visitar el blog ""Historias del Fútb… https://t.co/Qs0u7RHZFZ",,,,
690,"RT @Flamengo: Há exatos dois meses, o Mengão vencia o Barcelona (EQU) por 3 a 0, no Maraca, pela Fase de Grupos da Libertadores 2020. Gusta…",,,,
691,"La temporada 1984-1985 tuvo una curiosa anécdota, sucedió en el Camp Nou en un FC Barcelona - CA Osasuna, en el que… https://t.co/f09dGNTNWZ",,,,
692,Pep Guardiola Ditargetkan Kembali Jadi Pelatih Barcelona https://t.co/TLU7WqGLM5 #LigaSpanyol #Barcelona… https://t.co/LShMYZBUgj,,,,
693,"@Taliban910 Flaco, estás haciendo cuentas para pagar las expensas y te queres pelear con un tipo q tiene 200 partid… https://t.co/hHNW5ob5Nb",,,,
694,@OfficialSkribz phil neville tied against barcelona and real when he was in charge at valencia. doesn’t mean nothin… https://t.co/bYzWbny46G,,,,
695,"OJO! 

Según informa @mundodeportivo ofrecieron a Foyth central argentino de gran futuro y joven al Barcelona, ya q… https://t.co/Lqa3A96Cwe",,,,
696,"Barcelona star striker Lionel Messi has donated €500,000 to be distributed to six different hospitals in his native… https://t.co/s4Gxc5eYXe",,,,
697,RT @TarekFatah: Spanish police arrest a Muslim man who they say is a suspected #IslamicState terrorist. He was planning an attack during th…,,,,
698,"RT @yummy_coot: Do these sbcs for great packs!
🇪🇸Barcelona 8k
🇪🇸Real Madrid 11k
🇪🇸Sevilla FC 10k
🇪🇸Atlético Madrid 10k
🇩🇪Leipzig 8k 
🇩🇪Scha…",,,,
699,"RT @InvictosSomos: Lionel Messi donó 500,000 euros a la campaña 'Juntos por la salud Argentina' de Fundación Garrahan. El dinero se destinó…",,,,
700,"RT @CrctrBlaugrana: - Sandro Tonali (20), al Inter de Milán.
- Arthur (23), a la Juventus de Turín.
- Aouar (21), al Manchester City.
- Cam…",,,,
701,"@frenkie_sznn ""Already settled as the future of Futbol Club Barcelona"" unaa...

Let's pray that he won't get loaned out to FC Schalke lol",,,,
702,"RT @jmangues: Tothom escandalitzat amb un vídeo d'un avió d'Iberia sense distàncies de seguretat, com si al metro de Barcelona cada matí es…",,,,
703,"RT @adammartinsk: Volia comprar una paella a Amazon. Alguna cosa m'ho impedia. Finalment he anat a una botiga de barri i el venedor, un tal…",,,,
704,RT @TarekFatah: Spanish police arrest a Muslim man who they say is a suspected #IslamicState terrorist. He was planning an attack during th…,,,,
705,RT @vicenteguallart: Se habla de la ciudad de 15 minutos de Paris y se contrapone al de las super manzanas de Barcelona. Quizás no se ha ex…,,,,
706,"RT @JeSuisKlis: Acabo de ver el documental ""Toma la pelota y pásala"" sobre el Barcelona FC y la época de Pep... ¡Que bonito!",,,,
707,FC BARCELONA Campaign Underway! #PESCM #FCB https://t.co/GksU972W0c,,,,
708,"El diario Marca hace un informe sobre las transferencias que mejor encaminadas están: 

Timo Werner al Liverpool
La… https://t.co/dFX1aYQxYe",,,,
709,RT @footballespana_: BREAK - Joan Laporta confirms he will run for Barcelona president next year and wants Pep Guardiola to return as coach…,,,,
710,"@futraiz_fc É cada contratação estranha que o Barcelona vem fazendo 
🤔",-46.93066,-23.56949,-46.86036,-23.512542
711,"@illyrianx A intenção de Gamper era criar uma sociedade democrática onde todos eram bem vindos e acolhidos, como um… https://t.co/bi1yZvKW0Z",,,,
712,@FValverde_RM @CrctrBlaugrana Y si mejor te dejas de meter en las cosas del Barcelona porque son elecciones del Barcelona no del Real Madrid,,,,
713,RT @peremora71: Vaig fer aquest foto fa exactament 25 anys a una manifestació a Cannes contra la política Europea a la guerra dels Balcans.…,,,,
714,RT @The_Moccasin_: @DonnaWR8 @EnemyOfTheLeft @FreeLion7 @MissyJo79 @Easterndmondbk @BriteEyes8 @jessjackie50 @nfulmer0827 @BluehandRising @…,,,,
715,"RT @totalBarca: Neymar, Martinez, Pjanic etc etc...

No matter what happens during the transfer window, if Jean-Clair Todibo is still a Bar…",,,,
716,RT @Bolanet: Arsenal 2-1 Barcelona: Saat Jack Wilshere Tidak Sadar Sudah 'Mengantongi' Xavi dan Iniesta https://t.co/gngPEnQOCv,,,,
717,"RT @ChampionsLeague: 🔵🔴 Barcelona legend Andrés Iniesta is 36 today!

🥳 @andresiniesta8 

2⃣0⃣0⃣6⃣🏆
2⃣0⃣0⃣9⃣🏆
2⃣0⃣1⃣1⃣🏆
2⃣0⃣1⃣5⃣🏆

#UCL | #…",,,,
718,"RT @EnfoqueTactico: Salida e Inicio de juego FC Barcelona🔴

🔹Ter Stegen con balón invita a la presión
🔹Desmarques para atraer y crear espac…",,,,
719,"RT @Futbool_Fotos: Uno de los mejores mediocampistas del fútbol. El cerebro del FC Barcelona.

Feliz cumpleaños a Don Andrés Iniesta 🔴🔵 htt…",,,,
720,"En IG puse en la página de la Champions que Rustu Recber había sido un mal fichaje para el Barcelona, tengo 2 días… https://t.co/IrZ6jMVUgX",-84.5919495,9.0655537,-83.4294586,10.1991653
721,"RT @ElReyTuitero: Mandar a @CarlosLoret a intentar destruir a López Obrador con reportajes, es como mandar a los Tiburones Rojos del Veracr…",,,,
722,"Acto de grado  Ciencias Nauticas en Barcelona, Anzoategui https://t.co/a261mtH19K",-64.856945,9.9332341,-64.5964953,10.1821314
723,@kingarturo23 Un día más ...un día menos en #Barcelona ? 🤔,,,,
724,@automaticforth3 Y crees que nos presenten en Barcelona a las chicas?,,,,
725,"RT @Futbool_Fotos: Uno de los mejores mediocampistas del fútbol. El cerebro del FC Barcelona.

Feliz cumpleaños a Don Andrés Iniesta 🔴🔵 htt…",,,,
726,"Matchday: Inside FC Barcelona;

Queria que o Sport fizesse um desse KKKKKKK https://t.co/pprBBv6Btc",,,,
727,RT @TarekFatah: Spanish police arrest a Muslim man who they say is a suspected #IslamicState terrorist. He was planning an attack during th…,,,,
728,"RT @Flamengo: Há exatos dois meses, o Mengão vencia o Barcelona (EQU) por 3 a 0, no Maraca, pela Fase de Grupos da Libertadores 2020. Gusta…",,,,
729,"RT @barcagalaxy: I love Barcelona, I hope I will go there someday.

💙❤ https://t.co/rg0h0Q8Gh2",,,,
730,"#Internacional | ¿Barcelona le mejoró la oferta a Lautaro Martínez?
Según informa la prensa italiana, los catalanes… https://t.co/wsSrszdd61",,,,
731,Let's pretend we're dancing in the street in Barcelona🎶,,,,
732,"RT @lamovida_e: Spanish classes online and in real time.
#Spanish #OnlineClasses #Spain #USA #Australia #NewYork  #NewZealand #Madrid #Barc…",,,,
733,"Pero que libro me saqué de biblioteca personal.
Editorial plaza &amp; janés 
#Espana 
Santiago carrillo.
#Barcelona… https://t.co/uH1QpbLXKu",,,,
734,RT @TarekFatah: Spanish police arrest a Muslim man who they say is a suspected #IslamicState terrorist. He was planning an attack during th…,,,,
735,"RT @aakashavani: A 12 year old budding footballer from Kerala, #India🇮🇳 kicks the ball that curls into the hoop hung on the top corner of t…",,,,
736,"RT @Futbool_Fotos: Uno de los mejores mediocampistas del fútbol. El cerebro del FC Barcelona.

Feliz cumpleaños a Don Andrés Iniesta 🔴🔵 htt…",,,,
737,@KENOWHO @BidenWarRoom @realDonaldTrump I don't enjoy having to explain why Trump was elected every time I'm trying… https://t.co/jDjVEvcpNN,,,,
738,"@illyrianx O FC Barcelona foi fundado em 29 de Novembro de 1899 por Hans Gamper e outros onze homens, Otto Kunzle a… https://t.co/gLmNloLp9h",,,,
739,"RT @ESPNBrasil: Carro sem bateria faz Arthur ter que ir treinar de Ferrari e quebrar protocolo no Barcelona

#FutebolnaESPN

https://t.co/P…",,,,
740,"RT @Desmo_fut: 902 partidos y 37 títulos en toda su carrera. Estuvo en la mejor generación del FC Barcelona, más de 40 premios individuales…",,,,
741,RT @vicenteguallart: Se habla de la ciudad de 15 minutos de Paris y se contrapone al de las super manzanas de Barcelona. Quizás no se ha ex…,,,,
742,RT @JaimePalomera: Visto en las calles de Barcelona. Lo han descubierto hoy las vecinas y vecinos de @HabitatgeVKK. https://t.co/AXbHGleXcU,,,,
743,A lo mejor para robinho hubiese sido mejor ir al barcelona pero para su desgracia se cruzo en su camino un diario d… https://t.co/0uNB6wUnnw,,,,
744,FC BARCELONA Kampanyası Gerçekleşiyor! #PESCM #FCB https://t.co/AFYDyeKbhJ https://t.co/mkaGxCe3Hc,,,,
745,"Barcelona Siapkan Enam Pilihan Pemain, Inter Milan Tinggal Pilih https://t.co/DJBxiM8WWz https://t.co/wfYXRCH1iX",,,,
746,"RT @VarskySports: Según Mundo Deportivo, ofrecieron a Barcelona a Juan Foyth, sin lugar en Tottenham con Mou https://t.co/IBfNMcoUgV",,,,
747,"RT @ESPNPeru: El ex delantero dejó su marca en Alianza Lima, la Selección Peruana y Barcelona SC de Ecuador. 

https://t.co/TPnhBqpg7I",,,,
748,"RT @TUDNMEX: Andrés Iniesta está de fiesta celebrando 36 años.

Su palmarés con el Barcelona es enorme. 😎

🏆 9 títulos La Liga
🏆6 Copas del…",,,,
749,"Sou fã mas julgo também, toda ajuda é bem vinda mas ele ganha isso POR SEMANA só com o barcelona, podia doar mais https://t.co/XtSLKS7OIK",,,,
750,"RT @InvictosSomos: Lionel Messi donó 500,000 euros a la campaña 'Juntos por la salud Argentina' de Fundación Garrahan. El dinero se destinó…",,,,
751,RT @TarekFatah: Spanish police arrest a Muslim man who they say is a suspected #IslamicState terrorist. He was planning an attack during th…,,,,
752,@illyrianx então aqui vai a thread de como o Barcelona se tornou o símbolo do orgulho catalão e a resistência à dit… https://t.co/kDEq6ZkMRH,,,,
753,FC BARCELONA Campaign Underway! #PESCM #FCB https://t.co/ecMci19gTr,,,,
754,"RT @Esp_Interativo: Há alguns anos, no Barcelona... 🔥 https://t.co/mtglqAH8Si",,,,
755,"RT @Sporf: 🇦🇷 Lionel Messi has donated €500,000 to be distributed to 6 hospitals in Argentina to help the fight against Coronavirus. 

💰 Th…",,,,
756,Que poca paciencia le tuvieron al tata en Barcelona ah pero a valverde lo dejaron chocar 10 ferraris,,,,
757,El partido de champions contra el Barcelona lo vi con unos amigos y quería matar al dueño en su propia casa,,,,
758,Safety test results for @MONATOfficial unveiled at 11th World Congress of Hair in Barcelona by @TostiAntonella https://t.co/wyermt9kHM,,,,
759,"RT @lucianopotter: a @rbstv vai passar esses 4 jogos. 16h. 

17/05 - Grêmio 2x1 Peñarol - 1983

24/05 - Inter 2x2 São Paulo - 2006

31/05 -…",,,,
760,FC BARCELONA Kampanyası Gerçekleşiyor! #PESCM #FCB https://t.co/AFYDyeKbhJ https://t.co/538k6csK0U,,,,
761,"RT @Futbool_Fotos: Uno de los mejores mediocampistas del fútbol. El cerebro del FC Barcelona.

Feliz cumpleaños a Don Andrés Iniesta 🔴🔵 htt…",,,,
762,"RT @GloriaEternaOk: FASE 2: GRUPO 25/32
Barcelona (ECU)
América de Cali (COL)
Cobreloa (CHI)
Banfield (ARG)

#BarcelonaSC #AméricaDeCali #C…",,,,
763,RT @Volve10Riquelme: Como desaprovecharon a Riquelme en el Barcelona... https://t.co/gunQBIpKWa,,,,
764,RT @TarekFatah: Spanish police arrest a Muslim man who they say is a suspected #IslamicState terrorist. He was planning an attack during th…,,,,
765,RT @vicenteguallart: Se habla de la ciudad de 15 minutos de Paris y se contrapone al de las super manzanas de Barcelona. Quizás no se ha ex…,,,,
766,RT @vicenteguallart: Se habla de la ciudad de 15 minutos de Paris y se contrapone al de las super manzanas de Barcelona. Quizás no se ha ex…,,,,
767,"Spanish classes online and in real time.
#Spanish #OnlineClasses #Spain #USA #Australia #NewYork  #NewZealand… https://t.co/7um1zAu8Hw",,,,
768,"RT @minileyendas: Postales BSC #minileyendas 
El fanático de BSC antes de la ampliación del Estadio Monumental   en 1993 contaba con la fam…",,,,
769,RT @TarekFatah: Spanish police arrest a Muslim man who they say is a suspected #IslamicState terrorist. He was planning an attack during th…,,,,
770,"RT @SC_ESPN: #Video ESTE PIBE LE GANÓ A MESSI: Marc Jurado, quien hizo inferiores en Barcelona y marcó el gol más rápido de la historia juv…",,,,
771,"RT @JSchiavo44: 🇪🇸 was incredible... can’t wait to see where else the game takes us! 📸 @themdmedia @goodwoodhockey 
#teamUSA🏆 #hockeyinspai…",,,,
772,"RT @goal: Guardiola &amp; Messi together again? 🤗

“I would very much like Guardiola to come back, but now he is at City &amp; it is a decision tha…",,,,
773,"RT @pvignone: La demora en arrancar el Mundial ensució todo. Sin carreras, ¿cómo sabe Vettel que efectivamente lo que se ve en el diseño es…",,,,
774,"RT @rapbrvideos: então vamo junto pra barcelona, madri, paris... https://t.co/Jjeu1pBqc9",,,,
775,RT @nowthisnews: Beachgoers returned to the sand in Barcelona Friday as Spain prepares to phase out its lockdown 🏖 https://t.co/pKk43BOkO4,,,,
776,"RT @Esp_Interativo: Há alguns anos, no Barcelona... 🔥 https://t.co/mtglqAH8Si",,,,
777,"RT @RevistadeCat: El 10 de maig de 1933 els nazis van cremar una gran quantitat de llibres a diversos llocs d'Alemanya.
El gener de 1939 ho…",,,,
778,@aliciaacruuz @marinawrx Mejor a Barcelona que tiene playas,,,,
779,"I. La Plata 🇦🇷
II. Fortaleza 🇧🇷
III. Nueva York 🇺🇸
IV. Las Vegas 🇺🇸
V. Barcelona 🇪🇸

Perdón pero no era cool si mis… https://t.co/VmgQHjnobz",,,,
780,"RT @ChampionsLeague: 🔵🔴 Barcelona legend Andrés Iniesta is 36 today!

🥳 @andresiniesta8 

2⃣0⃣0⃣6⃣🏆
2⃣0⃣0⃣9⃣🏆
2⃣0⃣1⃣1⃣🏆
2⃣0⃣1⃣5⃣🏆

#UCL | #…",,,,
781,"@lagordaniembro Crack, ARG con el mejor de todos los tiempos jugó vs Dream Team en el Preolímpico de Barcelona 92.… https://t.co/h1hJ0S6Bo8",,,,
782,@illyrianx 3° aviso: todas as informações eu peguei do próprio site do Barcelona e de alguns outros artigos que eu… https://t.co/vEZ98bc0t1,,,,
783,"RT @ElReyTuitero: Mandar a @CarlosLoret a intentar destruir a López Obrador con reportajes, es como mandar a los Tiburones Rojos del Veracr…",,,,
784,"Uno de los mejores mediocampistas del fútbol. El cerebro del FC Barcelona.

Feliz cumpleaños a Don Andrés Iniesta 🔴🔵 https://t.co/eraiXvrSJ4",,,,
